ackley,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59
17.63853211,23,32,36,30,43,19,34,32,20,37,39,31,38,45,47,17,27,26,46,26,20,27,31,26,33,33,33,25,42,27,29,42,23,37,27,41,33,42,24,18,33,35,38,34,18,33,39,35,30,11,31,24,53,27,29,16,25,29,40,34
17.68171322,23,32,36,30,43,19,34,32,20,37,39,31,38,45,47,17,27,26,19,26,20,27,31,26,33,33,33,25,42,27,29,42,23,37,27,41,33,42,24,18,15,35,38,34,18,27,39,35,30,45,31,24,53,27,29,16,25,29,40,34
17.68631525,23,32,36,30,43,19,34,32,20,37,26,31,38,45,47,17,27,26,55,26,20,27,31,26,33,33,33,22,42,27,29,42,23,37,27,41,33,42,24,18,33,35,38,34,18,27,34,35,30,45,31,24,53,27,29,16,25,34,40,34
17.70448773,23,35,36,30,43,19,34,32,20,37,26,31,38,45,47,17,50,26,22,26,20,27,31,26,33,33,33,33,42,27,29,42,23,37,27,41,33,28,24,18,33,35,23,34,18,44,34,35,31,45,31,24,53,27,29,16,25,43,40,34
17.70505048,36,32,36,30,43,19,34,32,39,37,39,31,38,42,47,17,27,26,34,26,20,27,8,40,33,33,33,46,38,27,29,22,18,30,34,41,33,42,24,18,33,35,38,34,18,25,39,35,30,45,31,24,53,27,29,16,25,29,40,34
17.73411907,23,32,36,30,43,19,34,32,39,37,39,31,38,45,47,17,27,26,51,26,20,27,31,22,33,33,33,25,42,27,29,42,23,42,44,41,33,42,24,18,33,35,38,34,18,27,39,35,30,45,31,24,53,27,29,16,25,29,40,34
17.7445761,23,32,36,30,43,19,34,32,20,37,12,31,38,45,47,17,18,26,22,26,20,27,31,26,33,33,33,46,42,27,29,42,23,37,27,41,33,42,24,18,33,35,38,34,18,27,34,35,30,35,31,24,53,27,29,16,25,34,40,34
17.75026112,23,32,36,30,43,19,34,32,20,37,33,31,12,45,47,17,27,26,22,26,20,27,31,26,33,33,33,44,42,27,29,42,23,37,27,41,33,42,24,18,33,35,38,34,18,27,42,35,30,45,31,24,53,27,29,16,25,34,40,34
17.75065197,23,32,36,30,43,19,34,32,20,37,61,31,38,45,47,17,27,26,22,26,20,27,31,26,33,33,33,40,42,27,29,42,23,37,27,41,33,42,24,18,33,35,38,34,28,27,34,35,30,45,31,24,53,27,29,16,25,30,40,34
17.75873681,23,32,36,30,43,19,34,32,20,37,26,31,38,45,47,4,27,26,38,26,20,27,31,26,33,33,33,22,42,27,29,42,23,37,27,41,33,42,24,51,33,35,38,34,18,27,34,35,30,45,31,24,53,27,29,18,25,32,40,34
17.76143892,23,32,36,30,43,19,34,32,20,37,26,31,42,45,47,17,27,26,22,26,20,27,31,26,33,33,33,22,42,27,29,42,23,37,27,9,33,42,24,18,33,35,38,34,18,27,34,35,30,45,31,24,53,27,29,16,25,34,40,34
17.76455003,23,32,36,30,43,19,34,32,20,37,39,31,38,45,47,17,27,26,51,26,20,27,31,26,33,33,33,25,42,27,29,24,23,37,27,41,33,42,24,18,33,35,38,34,18,27,39,35,30,45,31,24,53,27,29,16,25,48,40,34
17.77380031,23,32,36,30,43,19,34,32,39,37,39,31,38,45,47,17,27,26,34,26,20,27,8,22,33,33,33,25,42,27,29,42,23,30,44,41,33,42,24,18,33,35,38,34,18,30,39,35,30,45,31,24,53,27,29,16,25,29,40,34
17.78414091,23,32,36,30,43,24,34,32,20,37,26,31,38,32,47,17,27,26,22,26,20,27,31,26,33,33,33,22,42,27,29,42,23,8,27,38,33,49,24,18,33,35,16,34,18,27,34,35,30,45,31,24,53,27,29,16,25,32,35,34
17.7905608,23,32,36,30,43,19,34,32,20,37,26,31,38,45,47,17,27,26,24,26,20,27,31,26,33,33,33,22,47,27,29,42,23,37,27,41,33,42,24,18,33,35,38,34,18,27,34,35,30,45,31,24,53,27,29,4,25,34,40,34
17.79488467,23,32,36,30,43,19,34,32,20,37,39,31,38,45,47,17,27,26,51,26,20,27,31,26,33,33,33,25,42,27,29,42,23,37,27,41,33,42,24,18,33,35,38,34,18,48,40,35,30,45,31,24,53,27,29,16,25,29,40,34
17.79722319,23,32,36,30,43,19,34,32,20,37,26,31,38,45,47,17,27,26,22,26,20,27,31,26,33,33,33,22,42,27,29,42,23,37,27,41,43,42,24,18,33,35,38,34,18,27,34,35,30,45,31,24,53,27,29,16,25,12,40,34
17.80074283,36,12,36,30,43,19,34,32,39,37,38,42,33,32,47,17,27,26,34,26,20,18,42,46,33,14,33,19,38,27,29,42,44,30,25,28,33,42,24,18,39,35,38,34,30,30,39,35,30,45,31,24,13,27,29,16,25,29,31,34
17.80082014,23,32,36,30,43,19,34,32,20,37,39,31,38,45,47,34,27,26,51,26,20,27,31,26,33,33,33,25,42,27,29,42,23,37,27,9,33,42,24,18,33,35,38,34,18,27,39,35,30,23,31,24,53,27,29,16,25,29,40,19
17.80504743,23,32,36,30,43,19,34,32,20,37,26,31,38,45,47,17,27,26,22,26,20,27,31,26,33,33,33,22,42,27,29,56,23,37,27,41,33,42,24,18,33,35,38,34,18,27,34,35,30,45,31,24,53,27,29,16,25,22,40,34
17.80527558,23,32,36,30,43,19,34,32,20,37,26,31,38,45,47,17,27,26,11,26,20,27,31,26,33,33,33,22,50,27,29,42,23,37,27,41,33,42,24,18,33,35,38,34,18,27,34,35,30,45,31,24,53,27,29,16,25,34,40,34
17.80637172,23,32,36,30,48,38,34,32,3,37,26,31,38,45,47,17,27,26,22,26,20,27,31,26,33,33,33,22,42,35,29,42,23,37,27,41,33,49,24,18,33,35,38,34,18,27,34,35,30,45,31,24,53,27,29,27,25,38,40,34
17.80855401,36,32,36,30,43,19,34,32,39,37,39,31,38,45,47,49,27,26,34,26,20,27,8,25,23,33,33,46,31,27,29,42,22,30,44,41,33,42,24,18,33,35,31,34,18,30,39,35,30,45,31,24,53,27,29,16,25,29,40,34
17.82306162,23,32,36,30,24,19,34,32,20,37,26,31,38,45,47,17,27,26,22,26,20,27,31,26,33,33,33,22,42,27,29,42,23,37,27,41,33,42,24,18,15,35,38,34,18,27,34,35,30,45,31,24,53,15,29,16,25,25,40,34
17.83140775,23,32,36,30,43,19,34,32,20,37,15,31,38,45,47,17,27,26,22,26,20,27,31,26,33,33,33,22,42,27,29,42,50,37,27,41,33,49,24,23,33,35,38,34,18,27,34,35,30,45,31,24,53,27,29,16,25,35,40,34
17.84748388,23,32,36,30,43,19,34,32,20,37,39,31,38,45,47,17,27,26,51,26,20,27,31,26,22,33,33,25,42,27,29,42,23,37,27,41,33,42,24,18,33,35,38,34,18,27,39,35,30,45,18,24,53,27,29,16,25,29,40,34
17.86112315,23,32,36,30,43,19,34,32,20,37,39,31,38,45,47,17,27,26,22,26,20,27,31,26,33,33,33,22,42,27,29,42,23,59,27,41,33,42,24,18,33,35,38,34,18,27,38,35,30,45,31,32,53,27,29,16,25,34,40,34
17.86132471,23,32,36,30,43,19,34,32,20,37,38,31,38,45,47,17,27,26,22,26,20,27,31,8,33,33,33,22,42,27,29,42,23,37,27,41,33,42,24,18,33,35,38,34,18,27,42,35,30,45,31,24,53,27,29,16,25,34,40,34
17.86620743,23,32,36,30,43,19,34,32,20,37,38,31,38,45,47,17,27,26,22,26,20,27,31,26,33,33,33,25,42,27,29,42,23,37,27,41,33,21,24,18,33,35,38,34,18,27,34,35,30,45,31,24,53,27,59,16,25,34,40,34
17.86881302,23,32,36,30,43,19,34,32,20,37,26,31,38,45,47,17,27,26,22,26,20,27,31,22,22,33,33,22,42,27,29,42,23,37,27,41,33,42,24,18,33,35,15,34,31,27,34,35,30,45,31,24,53,27,52,16,25,34,40,34
17.87259992,23,32,36,30,43,19,34,32,61,37,26,31,38,45,47,17,27,26,22,26,20,27,31,26,33,33,33,43,42,27,29,42,23,37,27,41,33,42,24,18,27,35,38,34,18,27,34,32,30,45,31,24,53,27,29,16,25,34,40,34
17.87529213,23,32,36,30,43,19,34,32,20,37,26,31,38,45,47,17,27,26,22,26,20,27,31,26,33,33,33,42,42,27,29,42,23,37,27,41,33,42,30,18,33,35,38,34,18,60,34,35,30,45,31,24,53,27,29,16,25,34,40,27
17.87596835,36,32,36,30,43,19,34,32,39,37,39,31,38,45,47,17,27,26,34,26,20,27,8,22,33,33,33,46,38,27,29,42,18,30,44,41,33,42,24,18,33,35,38,34,18,30,39,35,30,45,31,24,53,27,29,16,25,29,40,34
17.87630494,23,32,36,30,43,19,34,32,39,37,39,31,38,45,47,17,27,26,23,26,20,27,8,22,40,33,33,25,42,27,29,42,23,30,44,41,33,42,24,18,33,35,35,34,18,30,39,35,30,45,31,24,53,27,29,16,25,29,40,34
17.87705999,23,20,36,30,43,19,34,32,20,37,26,31,38,45,47,17,27,26,10,26,20,27,31,26,33,33,33,22,42,27,29,42,23,37,27,41,33,42,24,18,38,35,38,34,18,27,34,35,30,45,24,24,53,27,29,16,25,34,40,34
17.87715798,36,32,36,30,43,19,34,32,39,37,38,42,38,45,47,17,27,26,34,26,20,27,42,46,33,14,33,19,38,27,29,42,44,30,44,28,33,42,24,18,39,35,38,34,18,30,39,35,30,45,31,24,53,27,29,16,25,29,40,34
17.8798863,36,32,36,30,43,19,34,32,39,37,38,31,38,16,47,17,27,26,34,26,20,27,31,46,33,25,33,19,38,27,29,42,23,30,44,9,33,42,24,18,39,35,38,34,18,30,39,35,30,45,31,24,53,27,29,16,25,29,40,34
17.88079388,36,32,36,30,43,19,34,32,39,37,39,31,38,45,47,17,27,26,34,26,20,27,5,22,33,36,33,46,38,27,34,42,23,30,44,41,33,42,24,18,33,35,38,34,18,31,39,35,30,45,31,24,53,27,29,16,25,29,40,34
17.88990475,23,32,36,30,43,19,34,32,20,37,26,31,38,37,47,17,27,26,22,26,20,27,31,26,33,33,33,22,42,27,29,42,23,37,27,41,33,42,24,18,20,35,38,34,18,39,34,35,30,45,31,24,53,27,29,16,25,6,40,34
17.89398815,23,32,36,30,43,19,34,32,20,37,38,31,38,45,47,17,27,26,21,26,20,27,31,26,33,33,33,22,42,27,29,42,23,37,27,41,33,21,24,51,33,35,38,34,55,17,34,35,30,34,31,24,53,27,29,16,25,43,40,34
17.89570237,36,32,36,30,43,19,34,32,39,37,30,42,38,45,47,17,27,26,33,26,20,27,42,26,33,14,33,19,38,27,29,42,44,30,44,28,33,42,24,18,29,35,38,34,18,30,39,35,30,45,31,24,13,27,29,58,25,29,40,34
17.8990493,23,32,36,30,43,19,34,32,20,37,52,31,38,45,47,17,27,26,48,20,20,27,31,26,17,33,33,22,42,27,29,42,23,37,27,41,33,42,24,18,33,35,38,34,32,27,34,35,30,45,31,24,53,27,29,16,25,34,40,34
17.90905815,23,32,36,30,43,19,34,32,20,37,26,31,18,45,47,17,27,26,22,26,20,27,31,26,33,33,33,22,42,27,29,42,23,37,27,41,33,42,24,18,33,35,38,34,18,27,34,35,30,45,31,24,53,27,29,16,25,9,40,34
17.91066232,36,32,36,30,43,19,34,32,39,37,39,31,38,45,47,17,27,26,34,26,20,27,54,36,33,33,33,36,38,27,29,42,18,30,44,41,33,42,24,18,33,35,38,34,18,23,39,35,30,45,31,24,53,27,29,16,25,23,40,47
17.92025383,23,32,36,30,30,19,34,32,20,37,26,31,38,45,47,24,27,26,22,26,20,27,31,26,33,33,33,25,42,27,29,42,23,37,27,13,33,53,24,18,33,35,38,34,18,18,34,35,30,45,31,24,53,27,29,16,25,48,40,34
17.93859879,23,32,36,30,43,19,34,32,20,37,51,31,38,45,47,17,27,26,51,26,20,27,31,26,33,33,33,43,42,27,29,42,23,37,27,41,22,42,24,18,33,35,38,34,18,27,34,35,30,45,31,24,53,27,29,16,25,34,40,34
17.94083992,23,32,36,30,43,19,34,32,20,37,26,31,38,45,47,17,27,26,22,26,20,27,31,26,33,33,33,20,42,27,29,42,23,37,57,16,33,42,24,36,33,35,38,34,18,27,43,35,30,45,31,24,53,27,29,16,25,34,40,34
17.9498692,23,32,36,30,43,19,34,32,20,37,39,31,38,45,47,17,27,26,50,26,20,27,31,26,28,33,33,19,42,27,29,42,23,37,27,9,33,42,24,18,33,35,38,34,18,27,34,35,30,45,31,39,53,27,29,16,25,29,40,34
17.95137154,23,32,36,30,43,38,34,32,20,37,26,31,2,45,47,17,27,26,22,26,20,27,31,26,33,33,33,22,42,27,29,42,23,37,27,41,33,42,24,18,33,35,38,34,18,27,39,35,30,34,31,24,53,27,29,18,14,38,40,34
17.95390352,23,32,36,30,43,19,34,32,20,37,30,31,38,45,47,28,27,26,22,26,20,27,31,22,32,33,33,22,42,27,29,42,23,37,27,63,33,42,24,18,33,35,38,34,18,27,34,35,30,45,31,24,53,27,29,16,25,45,40,34
17.95719959,23,32,36,30,16,19,34,32,20,37,45,31,38,45,47,17,27,26,51,26,13,27,31,26,33,33,33,22,42,27,29,42,23,37,27,41,33,42,24,18,33,35,38,34,18,27,34,35,30,45,31,24,53,27,29,16,25,34,40,34
17.96528129,23,32,36,30,43,19,34,32,20,37,26,31,38,45,47,17,27,26,21,26,20,30,31,26,33,33,33,28,42,27,29,42,23,37,20,41,33,42,24,18,33,35,38,34,18,2,34,35,30,45,31,27,53,27,29,16,25,34,40,34
17.98574451,23,32,36,30,43,19,34,32,20,37,27,31,38,45,47,17,27,26,22,26,20,27,31,26,26,33,33,22,42,27,29,42,23,37,27,41,33,42,24,18,33,35,62,34,18,27,34,35,30,45,31,24,53,27,29,16,25,34,40,34
17.98707733,23,32,36,30,43,19,34,32,39,37,39,31,38,46,47,17,27,26,34,26,20,27,8,22,22,33,33,25,42,27,29,42,23,30,44,41,33,42,24,18,33,35,38,34,18,30,39,35,30,45,21,24,53,27,29,16,25,29,40,34
17.9892621,23,32,36,30,43,19,34,32,39,37,26,31,38,45,47,57,27,26,34,26,20,27,8,22,33,33,33,25,42,27,29,42,23,30,44,41,33,42,24,18,33,35,32,34,18,30,39,35,30,45,31,24,53,27,29,16,25,29,40,34
17.99185925,23,32,36,30,43,19,34,32,20,37,55,31,38,45,47,17,27,26,26,26,20,27,31,26,33,38,33,22,42,27,29,42,23,37,27,41,33,42,24,18,33,35,14,34,16,27,34,35,30,45,31,24,53,27,29,16,25,34,40,34
18.00092373,23,32,36,30,43,26,34,32,20,37,10,31,38,45,47,17,27,26,22,26,20,27,31,26,33,33,33,22,42,27,29,42,34,33,27,41,33,42,24,18,33,35,17,34,18,27,34,35,30,45,31,24,53,27,29,16,25,11,40,34
18.00284702,23,32,36,30,43,19,34,32,39,37,39,31,38,45,47,17,27,26,51,26,20,27,31,17,22,33,33,25,42,27,29,42,23,44,44,41,33,42,24,18,33,35,38,34,18,27,39,35,30,45,39,24,53,27,29,16,25,29,40,34
18.00407034,23,32,36,30,43,19,34,32,31,37,26,31,38,45,22,17,27,26,22,26,20,27,31,26,33,33,33,22,42,27,29,42,23,37,27,41,33,42,24,18,33,35,38,39,18,13,53,35,30,45,31,24,53,27,29,16,25,16,40,34
18.01007127,23,32,36,30,43,19,34,32,20,37,26,31,38,45,47,17,27,26,21,26,20,27,31,26,33,33,33,22,42,27,29,42,23,37,27,0,33,42,24,18,33,35,38,34,18,27,34,35,30,45,31,24,53,27,29,16,25,34,40,34
18.01372589,23,32,36,30,43,19,34,32,14,37,26,31,38,45,47,27,27,26,22,26,20,27,31,26,39,33,33,22,42,27,29,42,23,37,27,41,60,42,21,18,33,35,40,34,18,27,34,35,30,45,31,24,53,27,29,16,25,34,40,34
18.01504386,23,32,36,30,43,19,34,32,39,37,39,31,38,45,47,17,27,26,51,26,20,27,31,22,33,33,33,25,42,27,29,42,23,42,44,9,33,42,24,18,33,35,38,34,20,27,39,35,30,45,31,24,53,27,29,16,25,29,40,34
18.01504935,23,32,36,30,43,19,34,32,39,37,39,31,38,45,47,17,27,26,34,26,20,27,8,22,33,33,33,25,42,27,29,42,23,30,44,41,33,42,24,18,15,35,38,34,18,27,39,35,30,45,32,24,53,27,29,16,25,32,40,34
18.0213598,23,32,36,30,43,19,34,32,20,37,26,31,38,39,47,17,27,26,22,26,20,27,31,26,10,33,33,43,42,27,29,42,23,37,47,41,33,42,24,18,33,35,38,34,18,27,34,35,30,11,31,24,53,27,29,16,25,34,40,34
