pest_control,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24
16.1312,3.0,4.0,3.0,3.0,4.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,0.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0
16.599999999999998,2.0,4.0,3.0,4.0,4.0,2.0,3.0,1.0,3.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,0.0,3.0,4.0,4.0,3.0,4.0
16.5276,3.0,2.0,3.0,3.0,4.0,2.0,3.0,1.0,3.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,0.0,3.0,4.0,3.0,3.0,4.0
17.5364,2.0,2.0,3.0,4.0,4.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,4.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0
16.652,3.0,4.0,3.0,4.0,4.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,0.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,1.0
16.279999999999998,3.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0
16.685999999999996,2.0,4.0,2.0,4.0,4.0,2.0,3.0,1.0,3.0,1.0,3.0,0.0,1.0,2.0,0.0,3.0,4.0,4.0,4.0,1.0,3.0,4.0,3.0,4.0,4.0
17.369600000000002,2.0,4.0,3.0,4.0,4.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,0.0,2.0,4.0,0.0,2.0,1.0,3.0,0.0,4.0,4.0,4.0
17.089999999999996,2.0,2.0,3.0,4.0,4.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,0.0,2.0,4.0,0.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0
17.528399999999998,2.0,4.0,3.0,4.0,4.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0
16.431999999999995,2.0,4.0,3.0,4.0,4.0,2.0,3.0,1.0,3.0,0.0,3.0,3.0,1.0,2.0,0.0,2.0,4.0,4.0,0.0,1.0,3.0,4.0,4.0,4.0,4.0
16.573999999999998,3.0,4.0,1.0,3.0,4.0,2.0,3.0,1.0,2.0,0.0,3.0,2.0,1.0,2.0,0.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0
16.4404,3.0,2.0,1.0,3.0,4.0,2.0,3.0,4.0,2.0,1.0,3.0,2.0,0.0,2.0,0.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0
16.573999999999998,3.0,4.0,1.0,3.0,4.0,2.0,3.0,1.0,2.0,0.0,3.0,2.0,1.0,2.0,0.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0
15.785199999999998,3.0,4.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,0.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0
16.296799999999998,3.0,4.0,1.0,3.0,4.0,2.0,3.0,1.0,3.0,0.0,4.0,2.0,3.0,2.0,0.0,2.0,4.0,4.0,4.0,3.0,3.0,0.0,4.0,3.0,4.0
17.6768,3.0,2.0,3.0,3.0,4.0,2.0,3.0,1.0,3.0,1.0,4.0,3.0,0.0,0.0,0.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,0.0,1.0
16.744,3.0,2.0,3.0,3.0,4.0,2.0,3.0,1.0,3.0,1.0,4.0,3.0,3.0,2.0,0.0,2.0,4.0,4.0,4.0,3.0,3.0,0.0,4.0,0.0,4.0
17.0012,3.0,3.0,3.0,3.0,4.0,2.0,3.0,1.0,3.0,1.0,4.0,3.0,0.0,2.0,0.0,2.0,4.0,4.0,4.0,3.0,3.0,0.0,4.0,0.0,1.0
16.610799999999998,3.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0,3.0,3.0,2.0,0.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,1.0
16.7512,3.0,4.0,3.0,3.0,4.0,2.0,3.0,1.0,3.0,1.0,4.0,3.0,3.0,2.0,0.0,2.0,4.0,4.0,4.0,3.0,3.0,0.0,4.0,0.0,1.0
17.3224,3.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,0.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,1.0
15.901599999999998,3.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,1.0
17.0064,3.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,1.0
17.1904,3.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,0.0,3.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,0.0,3.0,4.0,4.0,4.0,1.0
17.035999999999998,3.0,4.0,3.0,3.0,4.0,2.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,0.0,3.0,4.0,4.0,4.0,1.0
16.369999999999997,3.0,4.0,3.0,3.0,4.0,0.0,4.0,1.0,2.0,0.0,3.0,3.0,1.0,2.0,0.0,2.0,4.0,4.0,4.0,0.0,3.0,4.0,4.0,3.0,4.0
16.622,3.0,3.0,1.0,3.0,4.0,2.0,4.0,4.0,3.0,1.0,3.0,3.0,1.0,0.0,0.0,2.0,4.0,4.0,4.0,0.0,3.0,4.0,4.0,3.0,4.0
16.1004,3.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,3.0,2.0,1.0,2.0,0.0,2.0,4.0,4.0,4.0,0.0,3.0,2.0,4.0,3.0,4.0
15.467199999999998,3.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,1.0,2.0,0.0,2.0,4.0,4.0,4.0,0.0,3.0,4.0,4.0,3.0,4.0
15.858399999999998,3.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,0.0,3.0,0.0,1.0,2.0,0.0,2.0,4.0,4.0,4.0,0.0,3.0,4.0,4.0,4.0,4.0
16.7156,3.0,2.0,3.0,3.0,4.0,2.0,3.0,1.0,2.0,0.0,3.0,0.0,1.0,2.0,0.0,2.0,4.0,4.0,4.0,0.0,3.0,4.0,4.0,4.0,4.0
16.2796,3.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,0.0,4.0,2.0,1.0,2.0,0.0,2.0,0.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0
15.614400000000002,3.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,0.0,4.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0
15.674799999999998,3.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,0.0,4.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0
16.8464,3.0,2.0,3.0,3.0,4.0,2.0,3.0,1.0,2.0,0.0,3.0,0.0,1.0,2.0,0.0,2.0,3.0,4.0,4.0,0.0,3.0,4.0,4.0,4.0,4.0
15.596799999999998,3.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,0.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0
15.984000000000002,3.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,0.0,4.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0
16.0412,3.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,0.0,4.0,3.0,1.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0
15.850000000000001,3.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,0.0,4.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0
15.614799999999997,3.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,2.0,0.0,4.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0
16.4596,3.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,0.0,0.0,4.0,0.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0
15.502799999999999,3.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,0.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0
15.857600000000001,3.0,4.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,0.0,4.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0
15.863999999999997,3.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,0.0,4.0,0.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0
15.502799999999999,3.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,0.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0
16.233999999999998,3.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,4.0,1.0,0.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0
15.691999999999998,3.0,4.0,2.0,2.0,4.0,0.0,3.0,4.0,2.0,0.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0
16.293999999999997,3.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0
16.293999999999997,3.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0
16.121999999999996,3.0,4.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0
15.771999999999998,3.0,4.0,2.0,3.0,4.0,0.0,3.0,4.0,2.0,0.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0
15.661999999999999,3.0,4.0,2.0,3.0,4.0,0.0,2.0,4.0,2.0,0.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0
15.709600000000002,3.0,4.0,2.0,2.0,4.0,0.0,2.0,4.0,2.0,0.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0
15.691999999999998,3.0,4.0,2.0,2.0,4.0,0.0,3.0,4.0,2.0,0.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0
15.752799999999999,3.0,4.0,2.0,3.0,4.0,0.0,2.0,4.0,2.0,0.0,4.0,3.0,0.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0
15.7056,3.0,4.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,0.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,0.0
15.727999999999998,3.0,4.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,0.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0
16.22,3.0,4.0,2.0,3.0,1.0,2.0,2.0,4.0,2.0,0.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0
15.982,3.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,0.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0
15.727999999999998,3.0,4.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,0.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0
15.982,3.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,0.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0
15.399600000000001,3.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0
15.399600000000001,3.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0
16.474,3.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,0.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,4.0,1.0,3.0,3.0,4.0,4.0,3.0,4.0
15.920399999999999,3.0,4.0,1.0,3.0,2.0,4.0,3.0,4.0,2.0,0.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0
15.543999999999997,3.0,4.0,1.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0
15.611600000000005,3.0,4.0,1.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0
15.768000000000002,3.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,1.0,4.0
15.543999999999997,3.0,4.0,1.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0
15.543999999999997,3.0,4.0,1.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0
15.875600000000002,3.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,1.0
15.962399999999999,3.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,1.0
15.361999999999998,3.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0
16.098000000000003,3.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,2.0,2.0,0.0,4.0,4.0,3.0,2.0,4.0,4.0,1.0,4.0
16.098000000000003,3.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,2.0,2.0,0.0,4.0,4.0,3.0,2.0,4.0,4.0,1.0,4.0
15.623999999999997,2.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0
15.433999999999997,3.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0
15.875599999999999,3.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,1.0,4.0
15.4904,3.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0
16.127999999999997,2.0,4.0,1.0,3.0,4.0,0.0,1.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0
15.207200000000004,2.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0
16.2664,3.0,3.0,1.0,3.0,1.0,4.0,3.0,4.0,2.0,0.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0
15.2872,3.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0
16.0176,2.0,4.0,1.0,3.0,1.0,2.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0
16.207200000000004,2.0,4.0,1.0,2.0,4.0,2.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,0.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0
15.3596,3.0,1.0,2.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0
16.148,3.0,1.0,4.0,3.0,4.0,4.0,1.0,4.0,2.0,0.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0
15.3676,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,0.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0
16.409999999999997,3.0,1.0,2.0,3.0,4.0,4.0,3.0,4.0,2.0,0.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,4.0,1.0,3.0,2.0,4.0,4.0,3.0,4.0
15.613999999999997,3.0,4.0,1.0,2.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0
15.5104,3.0,4.0,1.0,2.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0
15.708799999999997,3.0,4.0,1.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0
15.302,3.0,4.0,1.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0
15.5104,3.0,4.0,1.0,2.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0
15.7576,3.0,4.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0
15.613999999999997,3.0,4.0,1.0,2.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0
15.613999999999997,3.0,4.0,1.0,2.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0
15.4196,3.0,4.0,1.0,2.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0
15.8504,3.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,0.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0
15.875600000000002,3.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,1.0,4.0
15.766799999999996,3.0,4.0,1.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,3.0,2.0,4.0,1.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0
15.5144,3.0,4.0,1.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0
15.5144,3.0,4.0,1.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0
16.141999999999996,3.0,4.0,1.0,2.0,4.0,4.0,3.0,4.0,1.0,4.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,1.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0
15.5144,3.0,4.0,1.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0
15.157999999999996,3.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0
15.117999999999999,3.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0
15.117999999999999,3.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0
15.407999999999996,3.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0
15.613999999999999,3.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,3.0,2.0,2.0,4.0,1.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0
14.933199999999998,3.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0
14.722399999999997,3.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0
14.933199999999998,3.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0
14.933199999999998,3.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0
