branin,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31
781.7653870982092,13.0,12.0,8.0,7.0,0.0,7.0,15.0,7.0,10.0,0.0,14.0,7.0,14.0,11.0,8.0,9.0,15.0,15.0,6.0,3.0,15.0,6.0,1.0,10.0,2.0,10.0,7.0,9.0,5.0,14.0,5.0,7.0
617.5976782884737,13.0,6.0,3.0,7.0,0.0,11.0,15.0,13.0,4.0,0.0,4.0,7.0,14.0,1.0,1.0,9.0,15.0,13.0,6.0,3.0,15.0,6.0,12.0,10.0,2.0,10.0,5.0,9.0,12.0,2.0,5.0,7.0
813.535365088453,13.0,1.0,9.0,7.0,0.0,1.0,15.0,13.0,11.0,0.0,14.0,7.0,14.0,0.0,7.0,9.0,15.0,13.0,5.0,2.0,15.0,6.0,14.0,10.0,2.0,10.0,7.0,9.0,6.0,3.0,5.0,2.0
827.2981631033969,13.0,12.0,5.0,7.0,4.0,7.0,15.0,13.0,4.0,0.0,9.0,7.0,14.0,11.0,8.0,9.0,2.0,13.0,6.0,2.0,3.0,6.0,14.0,10.0,2.0,3.0,7.0,9.0,2.0,3.0,5.0,2.0
493.49023016722487,13.0,4.0,7.0,7.0,4.0,15.0,15.0,13.0,4.0,3.0,9.0,2.0,14.0,7.0,2.0,9.0,15.0,13.0,6.0,2.0,3.0,10.0,4.0,10.0,3.0,10.0,4.0,9.0,12.0,3.0,5.0,7.0
629.5055183108085,13.0,4.0,9.0,7.0,15.0,8.0,15.0,13.0,11.0,3.0,4.0,3.0,14.0,7.0,4.0,9.0,0.0,13.0,5.0,2.0,3.0,8.0,14.0,10.0,3.0,7.0,7.0,9.0,1.0,3.0,5.0,3.0
742.7007882903005,8.0,4.0,9.0,7.0,15.0,8.0,15.0,13.0,4.0,0.0,8.0,11.0,3.0,1.0,7.0,9.0,15.0,13.0,5.0,2.0,13.0,3.0,14.0,10.0,2.0,10.0,7.0,9.0,12.0,3.0,5.0,2.0
585.3616848548077,13.0,4.0,7.0,7.0,15.0,10.0,15.0,13.0,4.0,11.0,9.0,11.0,14.0,7.0,4.0,9.0,2.0,13.0,5.0,2.0,3.0,8.0,12.0,10.0,2.0,7.0,5.0,9.0,6.0,3.0,5.0,3.0
846.8111690354509,13.0,3.0,5.0,13.0,4.0,11.0,15.0,13.0,4.0,0.0,9.0,11.0,14.0,7.0,1.0,9.0,0.0,13.0,5.0,2.0,13.0,8.0,12.0,10.0,2.0,10.0,7.0,9.0,1.0,3.0,5.0,3.0
698.2591537614511,13.0,4.0,7.0,7.0,15.0,8.0,15.0,13.0,4.0,0.0,4.0,2.0,14.0,6.0,1.0,9.0,15.0,13.0,6.0,2.0,13.0,3.0,14.0,10.0,2.0,10.0,1.0,4.0,12.0,3.0,5.0,3.0
746.3986641879293,6.0,4.0,7.0,7.0,5.0,3.0,15.0,13.0,4.0,0.0,4.0,2.0,14.0,14.0,1.0,9.0,2.0,13.0,5.0,2.0,13.0,10.0,5.0,10.0,2.0,10.0,4.0,9.0,2.0,3.0,5.0,3.0
515.2824813221816,13.0,4.0,3.0,7.0,15.0,7.0,15.0,13.0,4.0,0.0,3.0,2.0,3.0,7.0,1.0,9.0,15.0,6.0,6.0,2.0,3.0,10.0,4.0,10.0,2.0,10.0,7.0,9.0,3.0,3.0,5.0,3.0
876.4994455108409,13.0,4.0,3.0,7.0,15.0,13.0,15.0,13.0,4.0,0.0,3.0,2.0,3.0,7.0,4.0,14.0,0.0,13.0,5.0,9.0,13.0,14.0,5.0,10.0,2.0,10.0,7.0,9.0,2.0,3.0,5.0,12.0
593.3592009684241,13.0,4.0,9.0,7.0,5.0,13.0,2.0,13.0,4.0,0.0,9.0,7.0,3.0,7.0,4.0,9.0,15.0,13.0,5.0,2.0,13.0,6.0,12.0,10.0,3.0,10.0,4.0,9.0,12.0,3.0,5.0,2.0
1038.760557500609,6.0,4.0,7.0,14.0,14.0,1.0,3.0,13.0,4.0,0.0,9.0,14.0,14.0,7.0,12.0,9.0,15.0,13.0,2.0,2.0,13.0,10.0,12.0,10.0,2.0,2.0,7.0,9.0,15.0,3.0,5.0,2.0
850.645152285265,13.0,6.0,9.0,7.0,15.0,13.0,15.0,13.0,11.0,10.0,4.0,7.0,5.0,7.0,4.0,9.0,15.0,13.0,6.0,2.0,13.0,6.0,5.0,10.0,2.0,7.0,12.0,14.0,12.0,3.0,5.0,7.0
693.4285874067009,13.0,4.0,9.0,7.0,15.0,8.0,15.0,13.0,4.0,0.0,8.0,11.0,5.0,7.0,4.0,9.0,15.0,6.0,6.0,2.0,3.0,6.0,12.0,10.0,7.0,2.0,7.0,9.0,1.0,3.0,9.0,2.0
883.2699165105382,13.0,4.0,9.0,14.0,15.0,11.0,15.0,13.0,4.0,0.0,8.0,7.0,3.0,7.0,4.0,9.0,11.0,13.0,6.0,2.0,3.0,6.0,14.0,10.0,2.0,10.0,12.0,9.0,3.0,3.0,5.0,5.0
472.9052600766953,13.0,1.0,9.0,7.0,15.0,8.0,15.0,13.0,4.0,3.0,3.0,14.0,14.0,7.0,4.0,9.0,0.0,13.0,10.0,2.0,13.0,6.0,4.0,10.0,2.0,7.0,1.0,9.0,5.0,3.0,5.0,7.0
478.9880509303061,13.0,4.0,9.0,2.0,15.0,1.0,15.0,13.0,4.0,10.0,8.0,7.0,3.0,7.0,4.0,9.0,15.0,13.0,6.0,2.0,13.0,6.0,12.0,0.0,3.0,10.0,7.0,10.0,6.0,3.0,5.0,2.0
546.8359625213014,13.0,1.0,9.0,7.0,5.0,1.0,15.0,13.0,4.0,10.0,7.0,7.0,3.0,6.0,4.0,9.0,15.0,13.0,14.0,2.0,3.0,6.0,5.0,0.0,3.0,7.0,7.0,10.0,12.0,3.0,5.0,7.0
830.5714829534285,13.0,4.0,9.0,14.0,15.0,8.0,15.0,13.0,11.0,10.0,9.0,7.0,3.0,7.0,1.0,9.0,15.0,13.0,6.0,2.0,3.0,6.0,12.0,4.0,3.0,10.0,7.0,10.0,12.0,10.0,5.0,2.0
634.9277148315291,13.0,4.0,9.0,8.0,15.0,1.0,15.0,13.0,4.0,11.0,9.0,7.0,3.0,7.0,1.0,9.0,15.0,13.0,10.0,2.0,3.0,6.0,12.0,0.0,3.0,2.0,12.0,10.0,6.0,4.0,5.0,2.0
618.5829645033552,8.0,4.0,9.0,2.0,5.0,11.0,15.0,13.0,6.0,0.0,9.0,7.0,3.0,7.0,4.0,9.0,15.0,13.0,6.0,2.0,3.0,6.0,12.0,0.0,3.0,10.0,7.0,10.0,12.0,11.0,5.0,2.0
794.9968673049824,13.0,6.0,9.0,7.0,15.0,11.0,10.0,13.0,11.0,10.0,9.0,7.0,3.0,7.0,4.0,9.0,15.0,13.0,6.0,2.0,13.0,6.0,12.0,0.0,3.0,10.0,12.0,10.0,3.0,3.0,5.0,2.0
331.3874602603555,13.0,4.0,3.0,2.0,14.0,1.0,2.0,13.0,4.0,11.0,8.0,7.0,14.0,6.0,4.0,9.0,15.0,6.0,5.0,9.0,10.0,6.0,8.0,0.0,3.0,9.0,7.0,9.0,6.0,3.0,5.0,8.0
543.7127708514872,13.0,9.0,3.0,2.0,15.0,1.0,15.0,13.0,4.0,6.0,8.0,8.0,14.0,0.0,4.0,9.0,15.0,6.0,6.0,2.0,13.0,8.0,14.0,0.0,3.0,2.0,1.0,9.0,6.0,3.0,5.0,3.0
501.00503392590997,13.0,1.0,9.0,2.0,7.0,1.0,15.0,13.0,4.0,3.0,8.0,7.0,14.0,6.0,4.0,9.0,15.0,6.0,14.0,2.0,13.0,8.0,12.0,10.0,3.0,8.0,12.0,9.0,6.0,3.0,5.0,7.0
587.6454324665633,13.0,3.0,7.0,2.0,15.0,1.0,15.0,13.0,4.0,3.0,8.0,7.0,11.0,6.0,4.0,9.0,15.0,6.0,10.0,2.0,13.0,8.0,5.0,0.0,3.0,3.0,7.0,14.0,6.0,3.0,5.0,4.0
518.7100012187037,13.0,1.0,3.0,2.0,4.0,1.0,15.0,13.0,4.0,11.0,8.0,7.0,11.0,0.0,4.0,9.0,15.0,8.0,6.0,2.0,13.0,8.0,14.0,0.0,3.0,7.0,7.0,9.0,6.0,3.0,5.0,4.0
755.0976415902164,13.0,6.0,9.0,2.0,14.0,1.0,15.0,13.0,4.0,10.0,8.0,11.0,5.0,6.0,4.0,9.0,0.0,6.0,14.0,9.0,13.0,8.0,5.0,0.0,3.0,7.0,12.0,10.0,3.0,3.0,5.0,2.0
567.1016543386589,13.0,3.0,9.0,2.0,14.0,1.0,15.0,0.0,4.0,10.0,8.0,14.0,3.0,6.0,4.0,9.0,15.0,15.0,14.0,9.0,13.0,8.0,12.0,0.0,3.0,7.0,7.0,9.0,6.0,3.0,9.0,5.0
479.91189482501744,13.0,6.0,9.0,2.0,7.0,1.0,15.0,0.0,4.0,0.0,8.0,3.0,14.0,7.0,4.0,14.0,0.0,13.0,5.0,2.0,13.0,8.0,12.0,0.0,3.0,4.0,7.0,10.0,6.0,3.0,5.0,3.0
714.1724296533484,13.0,4.0,8.0,2.0,7.0,1.0,9.0,13.0,4.0,0.0,8.0,14.0,5.0,7.0,4.0,9.0,0.0,13.0,5.0,7.0,13.0,6.0,14.0,0.0,3.0,2.0,7.0,14.0,6.0,3.0,5.0,7.0
669.4009662161894,13.0,6.0,9.0,2.0,4.0,1.0,15.0,13.0,4.0,10.0,8.0,14.0,14.0,1.0,4.0,9.0,15.0,13.0,14.0,1.0,13.0,6.0,12.0,0.0,3.0,8.0,12.0,9.0,6.0,3.0,9.0,8.0
700.1928290817183,13.0,9.0,7.0,2.0,15.0,1.0,15.0,13.0,4.0,10.0,8.0,8.0,3.0,7.0,4.0,15.0,0.0,6.0,14.0,2.0,13.0,10.0,14.0,9.0,3.0,10.0,7.0,10.0,6.0,3.0,5.0,1.0
333.3447574528914,13.0,4.0,9.0,2.0,15.0,1.0,15.0,3.0,4.0,3.0,8.0,11.0,3.0,11.0,4.0,9.0,15.0,6.0,5.0,7.0,13.0,6.0,12.0,0.0,3.0,7.0,12.0,4.0,6.0,3.0,5.0,2.0
810.1913605036383,13.0,15.0,5.0,2.0,15.0,1.0,15.0,13.0,4.0,3.0,8.0,14.0,3.0,7.0,4.0,9.0,0.0,15.0,4.0,2.0,13.0,6.0,12.0,0.0,3.0,7.0,12.0,10.0,6.0,3.0,5.0,2.0
573.6429145270567,13.0,4.0,9.0,2.0,14.0,1.0,15.0,12.0,4.0,10.0,8.0,14.0,5.0,7.0,4.0,9.0,11.0,13.0,14.0,3.0,13.0,6.0,14.0,0.0,3.0,10.0,10.0,4.0,6.0,3.0,5.0,2.0
557.2422276513021,7.0,3.0,5.0,2.0,15.0,1.0,15.0,12.0,4.0,10.0,8.0,4.0,3.0,1.0,4.0,9.0,2.0,13.0,14.0,9.0,13.0,6.0,12.0,0.0,3.0,7.0,10.0,14.0,6.0,3.0,14.0,3.0
505.8639041785804,3.0,4.0,9.0,2.0,15.0,1.0,15.0,0.0,4.0,3.0,8.0,11.0,3.0,6.0,4.0,9.0,0.0,15.0,14.0,7.0,13.0,8.0,8.0,0.0,3.0,7.0,1.0,4.0,6.0,3.0,5.0,12.0
566.0541780897918,13.0,4.0,9.0,2.0,15.0,1.0,15.0,12.0,4.0,3.0,8.0,11.0,3.0,6.0,4.0,9.0,15.0,6.0,5.0,9.0,13.0,6.0,4.0,0.0,3.0,2.0,12.0,9.0,6.0,3.0,7.0,3.0
596.6825019218654,13.0,4.0,5.0,2.0,15.0,1.0,15.0,3.0,4.0,3.0,8.0,11.0,3.0,11.0,4.0,9.0,7.0,6.0,5.0,11.0,13.0,6.0,4.0,0.0,3.0,7.0,12.0,14.0,6.0,3.0,5.0,3.0
422.3344817760337,2.0,9.0,9.0,2.0,15.0,1.0,15.0,0.0,4.0,3.0,8.0,14.0,3.0,6.0,4.0,9.0,10.0,6.0,5.0,7.0,13.0,6.0,12.0,0.0,3.0,8.0,1.0,9.0,6.0,3.0,5.0,7.0
682.5064935278349,13.0,1.0,11.0,2.0,15.0,1.0,2.0,0.0,4.0,3.0,8.0,11.0,3.0,11.0,4.0,9.0,0.0,6.0,5.0,9.0,13.0,6.0,12.0,0.0,3.0,7.0,12.0,10.0,6.0,3.0,5.0,3.0
560.5323322518982,13.0,6.0,9.0,2.0,15.0,1.0,2.0,3.0,4.0,3.0,8.0,3.0,11.0,11.0,4.0,9.0,15.0,13.0,14.0,7.0,5.0,3.0,12.0,0.0,3.0,7.0,4.0,4.0,6.0,3.0,5.0,2.0
649.4109536923451,13.0,12.0,5.0,2.0,15.0,1.0,1.0,3.0,4.0,3.0,8.0,14.0,3.0,11.0,4.0,9.0,10.0,6.0,5.0,7.0,13.0,3.0,12.0,0.0,3.0,7.0,7.0,4.0,6.0,3.0,5.0,2.0
542.4404609387097,13.0,4.0,5.0,2.0,15.0,1.0,4.0,3.0,4.0,11.0,8.0,11.0,0.0,11.0,4.0,9.0,0.0,6.0,14.0,7.0,13.0,6.0,12.0,0.0,3.0,7.0,1.0,14.0,6.0,3.0,5.0,2.0
507.90956738129506,13.0,3.0,3.0,2.0,15.0,1.0,2.0,3.0,4.0,3.0,8.0,3.0,3.0,11.0,4.0,9.0,10.0,6.0,14.0,7.0,13.0,10.0,12.0,0.0,10.0,7.0,12.0,4.0,6.0,3.0,5.0,2.0
847.4454326083935,13.0,3.0,7.0,2.0,0.0,1.0,15.0,3.0,4.0,3.0,8.0,14.0,14.0,11.0,4.0,9.0,0.0,6.0,2.0,7.0,13.0,6.0,12.0,0.0,3.0,7.0,7.0,4.0,6.0,3.0,5.0,2.0
578.4409329146815,13.0,4.0,9.0,2.0,15.0,11.0,15.0,0.0,4.0,13.0,8.0,11.0,3.0,11.0,4.0,14.0,15.0,15.0,5.0,7.0,13.0,3.0,12.0,0.0,3.0,8.0,12.0,4.0,6.0,3.0,5.0,12.0
662.4057412957271,13.0,4.0,9.0,2.0,15.0,11.0,3.0,5.0,10.0,10.0,8.0,11.0,3.0,1.0,4.0,3.0,2.0,8.0,5.0,2.0,13.0,11.0,14.0,0.0,3.0,7.0,12.0,4.0,6.0,3.0,5.0,12.0
625.5923195083009,9.0,4.0,9.0,2.0,15.0,1.0,4.0,7.0,4.0,0.0,8.0,11.0,3.0,11.0,4.0,14.0,15.0,13.0,5.0,7.0,13.0,8.0,12.0,10.0,3.0,7.0,12.0,4.0,6.0,3.0,5.0,12.0
707.8532582579654,6.0,4.0,9.0,2.0,15.0,1.0,2.0,0.0,4.0,0.0,8.0,11.0,3.0,11.0,4.0,15.0,15.0,15.0,5.0,2.0,13.0,8.0,14.0,0.0,3.0,7.0,12.0,4.0,6.0,3.0,5.0,7.0
409.21038672391825,13.0,4.0,9.0,2.0,15.0,1.0,2.0,13.0,4.0,6.0,8.0,11.0,3.0,11.0,4.0,14.0,15.0,4.0,5.0,3.0,13.0,1.0,12.0,1.0,3.0,7.0,12.0,10.0,6.0,3.0,5.0,1.0
807.0309786216105,13.0,4.0,9.0,2.0,15.0,10.0,15.0,3.0,10.0,10.0,8.0,11.0,3.0,1.0,4.0,9.0,15.0,13.0,5.0,7.0,13.0,11.0,12.0,0.0,2.0,4.0,12.0,9.0,6.0,11.0,5.0,2.0
789.003734914023,13.0,4.0,9.0,7.0,15.0,1.0,15.0,3.0,14.0,15.0,8.0,11.0,5.0,1.0,4.0,14.0,15.0,8.0,5.0,7.0,13.0,10.0,12.0,0.0,3.0,14.0,12.0,10.0,6.0,14.0,5.0,4.0
782.5674188432499,13.0,4.0,9.0,13.0,15.0,11.0,15.0,3.0,4.0,11.0,8.0,11.0,3.0,7.0,4.0,14.0,15.0,13.0,5.0,7.0,15.0,8.0,12.0,0.0,3.0,8.0,12.0,10.0,6.0,14.0,5.0,4.0
489.9437628125192,13.0,6.0,9.0,7.0,15.0,1.0,15.0,3.0,4.0,3.0,8.0,11.0,3.0,7.0,4.0,9.0,15.0,6.0,5.0,7.0,13.0,10.0,12.0,0.0,2.0,8.0,12.0,10.0,6.0,3.0,5.0,5.0
569.5569835140673,13.0,4.0,9.0,2.0,15.0,11.0,15.0,3.0,4.0,3.0,8.0,3.0,3.0,0.0,4.0,9.0,15.0,13.0,5.0,4.0,15.0,8.0,12.0,0.0,3.0,8.0,12.0,10.0,6.0,3.0,5.0,2.0
858.957853472986,13.0,12.0,9.0,2.0,15.0,1.0,15.0,13.0,6.0,3.0,12.0,11.0,3.0,0.0,4.0,9.0,15.0,6.0,5.0,4.0,13.0,10.0,12.0,0.0,3.0,7.0,12.0,14.0,6.0,3.0,5.0,2.0
533.6882890318303,13.0,6.0,9.0,2.0,15.0,1.0,15.0,4.0,14.0,10.0,3.0,7.0,3.0,0.0,8.0,9.0,15.0,6.0,5.0,3.0,13.0,10.0,12.0,10.0,3.0,7.0,1.0,10.0,6.0,3.0,15.0,2.0
802.5542049995964,13.0,6.0,9.0,2.0,15.0,1.0,15.0,13.0,6.0,6.0,3.0,3.0,3.0,11.0,8.0,9.0,15.0,6.0,5.0,7.0,13.0,6.0,1.0,1.0,2.0,4.0,12.0,14.0,6.0,3.0,5.0,2.0
465.6051376496467,13.0,4.0,9.0,2.0,15.0,1.0,15.0,7.0,6.0,3.0,12.0,3.0,3.0,11.0,8.0,9.0,15.0,6.0,5.0,2.0,10.0,10.0,12.0,0.0,2.0,10.0,12.0,13.0,6.0,3.0,8.0,2.0
646.3238387022462,13.0,4.0,9.0,2.0,7.0,1.0,15.0,13.0,10.0,3.0,8.0,11.0,3.0,0.0,4.0,9.0,15.0,6.0,5.0,7.0,13.0,10.0,12.0,0.0,2.0,7.0,4.0,9.0,1.0,3.0,8.0,2.0
680.4679342196741,13.0,1.0,9.0,2.0,15.0,10.0,15.0,3.0,4.0,10.0,8.0,12.0,11.0,11.0,8.0,9.0,15.0,8.0,5.0,3.0,13.0,6.0,12.0,10.0,3.0,7.0,12.0,10.0,6.0,3.0,5.0,2.0
465.7085039218996,13.0,12.0,9.0,2.0,15.0,1.0,15.0,9.0,4.0,3.0,14.0,3.0,9.0,11.0,2.0,9.0,2.0,13.0,5.0,3.0,13.0,6.0,12.0,0.0,3.0,7.0,12.0,1.0,6.0,3.0,5.0,2.0
812.1566780183277,13.0,6.0,9.0,2.0,15.0,1.0,15.0,15.0,4.0,3.0,12.0,11.0,11.0,1.0,12.0,9.0,2.0,6.0,5.0,4.0,13.0,6.0,12.0,0.0,3.0,4.0,12.0,14.0,6.0,3.0,5.0,2.0
474.88203146899343,8.0,1.0,9.0,2.0,15.0,1.0,15.0,7.0,4.0,10.0,14.0,2.0,5.0,11.0,4.0,9.0,15.0,8.0,5.0,2.0,13.0,3.0,12.0,10.0,3.0,7.0,12.0,12.0,6.0,3.0,5.0,3.0
568.7914975389135,13.0,1.0,9.0,2.0,15.0,1.0,15.0,3.0,4.0,6.0,7.0,3.0,11.0,11.0,12.0,9.0,15.0,6.0,5.0,11.0,13.0,6.0,12.0,0.0,3.0,4.0,12.0,12.0,6.0,3.0,5.0,2.0
454.4496411522809,13.0,4.0,9.0,2.0,15.0,1.0,15.0,4.0,4.0,3.0,8.0,3.0,3.0,1.0,8.0,9.0,2.0,4.0,5.0,5.0,13.0,1.0,12.0,9.0,3.0,7.0,12.0,4.0,6.0,3.0,5.0,2.0
302.9391872668988,13.0,6.0,9.0,2.0,15.0,1.0,15.0,4.0,14.0,3.0,8.0,3.0,3.0,4.0,4.0,9.0,15.0,7.0,6.0,2.0,13.0,6.0,12.0,0.0,3.0,4.0,12.0,4.0,6.0,3.0,5.0,2.0
479.5386129743951,13.0,6.0,3.0,2.0,15.0,1.0,15.0,4.0,4.0,3.0,12.0,3.0,3.0,14.0,4.0,9.0,15.0,8.0,5.0,2.0,13.0,6.0,12.0,10.0,3.0,7.0,12.0,4.0,6.0,3.0,5.0,2.0
629.8906274333428,11.0,4.0,9.0,2.0,4.0,1.0,15.0,13.0,4.0,3.0,12.0,2.0,11.0,11.0,8.0,9.0,2.0,13.0,5.0,2.0,13.0,3.0,12.0,10.0,3.0,7.0,12.0,4.0,6.0,3.0,5.0,5.0
526.1747236624408,13.0,4.0,5.0,2.0,15.0,1.0,4.0,7.0,4.0,3.0,8.0,3.0,9.0,11.0,4.0,9.0,15.0,13.0,5.0,2.0,13.0,6.0,12.0,5.0,3.0,7.0,12.0,9.0,6.0,3.0,14.0,3.0
481.7893284059541,7.0,4.0,9.0,2.0,15.0,1.0,15.0,7.0,4.0,3.0,8.0,7.0,3.0,11.0,8.0,9.0,7.0,6.0,5.0,2.0,13.0,6.0,12.0,0.0,3.0,10.0,12.0,14.0,6.0,3.0,5.0,2.0
464.2229140804083,13.0,4.0,9.0,2.0,15.0,1.0,15.0,13.0,14.0,10.0,8.0,2.0,3.0,11.0,4.0,9.0,2.0,6.0,5.0,3.0,13.0,6.0,12.0,10.0,3.0,4.0,1.0,14.0,6.0,3.0,14.0,3.0
740.4302067613135,13.0,1.0,9.0,2.0,4.0,1.0,15.0,13.0,6.0,15.0,8.0,7.0,3.0,11.0,4.0,9.0,15.0,3.0,5.0,9.0,13.0,6.0,12.0,10.0,3.0,10.0,12.0,14.0,6.0,3.0,5.0,2.0
567.825993986447,13.0,6.0,9.0,2.0,15.0,1.0,15.0,13.0,4.0,10.0,8.0,7.0,3.0,11.0,8.0,9.0,11.0,13.0,5.0,7.0,13.0,6.0,8.0,0.0,3.0,7.0,12.0,7.0,6.0,3.0,5.0,2.0
486.4304335267877,13.0,4.0,9.0,2.0,4.0,1.0,15.0,3.0,4.0,3.0,8.0,2.0,3.0,11.0,8.0,9.0,15.0,8.0,5.0,2.0,13.0,6.0,12.0,9.0,3.0,7.0,12.0,10.0,6.0,3.0,5.0,5.0
292.9775025345337,13.0,4.0,9.0,1.0,15.0,1.0,15.0,8.0,6.0,3.0,8.0,2.0,3.0,11.0,8.0,9.0,7.0,6.0,5.0,7.0,13.0,6.0,12.0,1.0,3.0,7.0,12.0,4.0,6.0,3.0,5.0,2.0
594.5373615239561,13.0,4.0,9.0,2.0,14.0,1.0,15.0,7.0,14.0,3.0,8.0,11.0,3.0,11.0,4.0,9.0,2.0,6.0,4.0,2.0,13.0,11.0,12.0,5.0,3.0,7.0,12.0,14.0,6.0,3.0,5.0,3.0
408.38435641145816,13.0,4.0,9.0,2.0,4.0,1.0,15.0,7.0,14.0,10.0,4.0,7.0,3.0,11.0,8.0,9.0,2.0,8.0,5.0,7.0,13.0,6.0,12.0,5.0,3.0,7.0,12.0,4.0,6.0,3.0,3.0,5.0
403.9918260454073,13.0,4.0,9.0,2.0,4.0,10.0,15.0,7.0,12.0,3.0,8.0,2.0,3.0,11.0,8.0,9.0,15.0,8.0,5.0,7.0,13.0,6.0,12.0,11.0,3.0,7.0,12.0,4.0,6.0,3.0,5.0,3.0
359.9567226098331,13.0,4.0,9.0,2.0,15.0,1.0,15.0,7.0,14.0,3.0,8.0,2.0,3.0,11.0,4.0,9.0,2.0,6.0,5.0,7.0,13.0,6.0,8.0,10.0,3.0,10.0,12.0,10.0,6.0,3.0,5.0,3.0
540.5885891172495,13.0,4.0,5.0,7.0,15.0,1.0,4.0,3.0,4.0,3.0,8.0,2.0,3.0,11.0,8.0,9.0,15.0,6.0,5.0,2.0,10.0,6.0,12.0,1.0,13.0,7.0,12.0,14.0,6.0,3.0,5.0,2.0
428.92251106281856,13.0,6.0,9.0,7.0,15.0,1.0,15.0,7.0,4.0,3.0,8.0,7.0,3.0,11.0,4.0,9.0,2.0,6.0,5.0,3.0,13.0,6.0,1.0,15.0,3.0,7.0,1.0,4.0,6.0,3.0,5.0,5.0
731.6451166768153,13.0,4.0,9.0,2.0,15.0,1.0,15.0,3.0,6.0,10.0,8.0,11.0,3.0,11.0,8.0,9.0,2.0,6.0,5.0,7.0,13.0,6.0,12.0,15.0,3.0,7.0,12.0,14.0,6.0,3.0,5.0,3.0
512.0402597426101,9.0,4.0,9.0,2.0,15.0,1.0,15.0,3.0,9.0,3.0,8.0,11.0,3.0,11.0,8.0,9.0,2.0,6.0,5.0,3.0,13.0,6.0,12.0,0.0,3.0,7.0,12.0,14.0,6.0,3.0,5.0,2.0
583.7956735251261,13.0,4.0,9.0,2.0,4.0,1.0,15.0,3.0,4.0,3.0,8.0,11.0,3.0,11.0,8.0,9.0,11.0,6.0,5.0,2.0,13.0,0.0,12.0,10.0,3.0,7.0,12.0,10.0,6.0,3.0,5.0,3.0
381.806493513795,13.0,4.0,9.0,2.0,15.0,13.0,15.0,2.0,4.0,3.0,8.0,3.0,5.0,11.0,4.0,9.0,15.0,6.0,5.0,3.0,5.0,9.0,8.0,0.0,3.0,10.0,12.0,4.0,6.0,3.0,5.0,2.0
